ruc,razon_social,tipo_contribuyente,profesion_oficio,nombre_comercial,condicion_contribuyente,estado_contribuyente,fecha_inscripcion,fecha_inicio_actividades,departamento,provincia,distrito,direccion,telefono,fax,actividad_comercio_exterior,ciiu_principal,ciiu_secundario_1,ciiu_secundario_2,afecto_nuevo_rus,buen_contribuyente,agente_retencion,agente_percepcion_venta_interna,agente_percepcion_combustible,fecha_consulta
20600588355,COOPERATIVA AGROECOLOGICA GRANO ANDINO DISTRITO DE SARTIMBAMBA COOP GRANO ANDINO,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2015-08-12,2015-08-12,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,JR. LOS PAJARITOS NRO. 247 PUEBLO HUAMACHUCO (A ESPALDA DE MINISTERIO DE AGRICULTURA),,,IMPORTADOR/EXPORTADOR,CULTIVOS DE CEREALES.,,,NO,,,,,2026-09-19T21:44:11.515Z
20600588851,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL VALLE DE VISTA ALEGRE - PARIAHUANCA,ASOCIACION,,,HABIDO,SUSPENSION TEMPORAL,2015-08-13,2015-11-01,JUNIN,HUANCAYO,PARIAHUANCA,CAR. PRINCIPAL NRO. SN ANX. VISTA ALEGRE (EN CASA COMUNAL- COSTADO DE JARDIN),,,SIN ACTIVIDAD,OTRAS ACTIVIDADES DE TRANSPORTES.,CULTIVO DE FRUTAS.,,NO,,,,,2026-09-19T21:49:13.930Z
20600594843,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL PALTO FRONDOSO,ASOCIACION,,,HABIDO,ACTIVO,2015-08-14,2015-10-01,HUANCAVELICA,HUAYTARA,HUAYTARA,ANEXO MUCHIC NRO. S/N (VIA LIBERTADORES KM 101- CERCA A PLAZA),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",,,NO,,,,,2026-09-19T21:38:03.020Z
20600604580,ASOCIACION PRODUCTORES PALTA HASS EL PORVENIR HUARACANE,ASOCIACION,,,HABIDO,ACTIVO,2015-08-19,2015-08-19,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,APV JOSE OLAYA MZA. L LOTE. 29 P.J. SAN FRANCISCO (CERCA A ESSALUD),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,"SERVICIOS AGRICOLAS, GANADERAS.",EXPLOTACION MIXTA.,NO,,,,,2026-09-19T21:40:58.666Z
20600668430,COOPERATIVA AGRARIA DEL CENTRO POBLADO DE BELLA BAJO MONZON,"COOPERATIVAS, SAIS, CAPS",,CAI BELLA,HABIDO,ACTIVO,2015-09-15,2015-12-01,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,CAR. MONZON MZA. C LOTE. 0 C.P. BELLA (FRENTE AL COLEGIO MANUEL PARDO UGARTECHE),,,SIN ACTIVIDAD,"ELAB. CACAO, CHOCOLATE Y CONFIT.",VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,NO,,,,,2026-09-19T21:42:35.997Z
20600675487,ASOCIACION DE PRODUCTORES AGROPECUARIOS Y FORESTALES NUEVA URBANIZACION DE HUALLATA,ASOCIACION,,,HABIDO,ACTIVO,2015-09-17,2015-11-12,AYACUCHO,CANGALLO,LOS MOROCHUCOS,NRO. 26 SEC. ALLPAORCCUNA (S.75294534-PARADERO DE HUALLATA),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,ELAB. DE PRODUCTOS DE MOLINERIA.,,NO,,,,,2026-09-19T21:40:58.666Z
20600682386,ASOCIACION DE PRODUCTORES AGROPECUARIOS VALLE VERDE DE RODRIGUEZ DE MENDOZA,ASOCIACION,,,HABIDO,ACTIVO,2015-09-21,2015-11-01,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,AV. JUAN PARDO DE MIGUEL NRO. 635,,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,ELAB DE OTROS PROD. ALIMENTICIOS.,,NO,,"NO, Excluido del Régimen de Agentes de Retención de IGV a partir del 01/02/2026",,,2026-09-19T21:38:03.020Z
20600690184,EMPRESA AGROINDUSTRIAL Y SERVICIOS GENERALES EL PARAISO S.A.,SOCIEDAD ANONIMA,,EMASGEPSA,HABIDO,ACTIVO,2015-09-23,2015-10-01,AREQUIPA,CAYLLOMA,MAJES,NRO. S/N ASENT. E3 ERIAZO E2-E3 EL (HOSPITAL CENTRAL MAJES MEDIO KM ARRIBA),,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,OTRAS ACTIVIDADES EMPRESARIALES NCP.,,NO,,,,,2026-09-19T21:44:11.515Z
20600717244,COOPERATIVA AGRARIA RENACER ANDINO,"COOPERATIVAS, SAIS, CAPS",,RENACER ANDINO,HABIDO,ACTIVO,2015-10-06,2015-11-01,CAJAMARCA,SANTA CRUZ,PULAN,NRO. S/N DPTO. -- CAS. LA ZANJA (KM0.7 CARR LA ZANJA - CRU.LACASCARILLA),,,SIN ACTIVIDAD,CRIA DE GANADO.,ELAB DE PRODUCTOS LACTEOS.,,NO,,,,,2026-09-19T21:44:11.515Z
20600717902,COOPERATIVA AGRARIA AGROPIA LTDA,"COOPERATIVAS, SAIS, CAPS",,COOPERATIVA AGROPIA,HABIDO,ACTIVO,2015-10-06,2015-10-12,JUNIN,HUANCAYO,SAPALLANGA,CAL. CAHUIDE NRO. S/N BAR. TRES ESQUINAS,,,IMPORTADOR/EXPORTADOR,"ELAB. FRUTAS, LEG. Y HORTALIZAS.","VTA. MAY. ALIMENTOS, BEBIDAS Y TABACO.",VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,NO,,,,,2026-09-19T21:42:35.997Z
20600719361,ASOCIACION AGROECOLOGICA AVANCC,ASOCIACION,,AVANCE,NO HABIDO,BAJA DE OFICIO,2015-10-06,2015-11-01,JUNIN,CHANCHAMAYO,PICHANAQUI,AV. MICAELA BASTIDAS NRO. 663 (FRENTE A AGROBANCO),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,,,NO,,,,,2026-09-19T21:49:12.014Z
20600720733,COOPERATIVA AGRARIA VALLE DEL MONZON CAV MONZON,"COOPERATIVAS, SAIS, CAPS",,CAV MONZÓN,HABIDO,ACTIVO,2015-10-07,2015-10-07,HUANUCO,HUAMALIES,MONZON,JR. ANTONIO RAIMONDI NRO. 41-0 C.P. CACHICOTO (COSTADO DE ESTADIO CACHICOTO),,,SIN ACTIVIDAD,"ELAB. CACAO, CHOCOLATE Y CONFIT.","RESTAURANTES, BARES Y CANTINAS.",,NO,,,,,2026-09-19T21:44:11.515Z
20600726596,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE LA PLANTA SAN FRANCISCO SINTIMAYO,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2024-10-04,2024-10-04,PUNO,LAMPA,PUCARA,MZA. A LOTE. 70 SEC. MILLUNI,,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,,NO,,,,,2026-09-19T21:49:13.930Z
20600727363,COORDINADORA DE PRODUCTORES DE CUYES VALLE DEL MANTARO PROCUY MANTARO,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2021-07-09,2021-07-09,JUNIN,JAUJA,ATAURA,JR. RICARDO PALMA NRO. 110 (S69949255-ALT KM 85 CARRETERA CENTRAL),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:12.014Z
20600785541,"""ASOCIACION DE PRODUCTORES CAFETALEROS ANDINOS SIERRA VERDE""",ASOCIACION,,,HABIDO,ACTIVO,2015-11-04,2016-03-01,CAJAMARCA,JAEN,JAEN,VIA. CARRETERA JAEN-SAN IGNACI NRO. S/N SEC. SECTOR LINDEROS,,,EXPORTADOR,EXPLOTACION MIXTA.,,,NO,,"NO, Excluido del Régimen de Agentes de Retención de IGV a partir del 01/02/2026",,,2026-09-19T21:35:37.435Z
20600796055,ASOCIACION MULTI PRODUCTORES LA PROSPERIDAD DE VALLE PICHANAKI - APROVE PICHANAKI,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2015-11-09,2015-11-09,JUNIN,CHANCHAMAYO,PERENE,CAL. LAS ACASIAS MZA. G LOTE. 05 URB. NUEVA ESPERANZA (A 4 CUADRAS DE AV MARGINAL),,,IMPORTADOR/EXPORTADOR,CULTIVOS DE CEREALES.,,,NO,,,,,2026-09-19T21:49:13.930Z
20600796268,ASOCIACION DE CRIADORES DE ALPACA Y LLAMAS SPAR PITUMARCA,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2015-11-09,2015-12-01,CUSCO,CANCHIS,PITUMARCA,AV. SAN MARTIN NRO. 103 (COSTADO IGLESIA SAN MIGUEL),,,SIN ACTIVIDAD,CRIA DE ANIMALES DOMESTICOS.,,,NO,,,,,2026-09-19T21:49:12.014Z
20600796683,ASOCIACION DE PRODUCTORES DE CACAO SAN FRANCISCO MADRE DE DIOS,ASOCIACION,,,HABIDO,ACTIVO,2015-11-09,2015-11-09,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,JR. MOQUEGUA NRO. 710 (FRENTE AL HOSTAL IMPERIO),,,SIN ACTIVIDAD,"ELAB. CACAO, CHOCOLATE Y CONFIT.","PESCA, EXPLOT. CRIADEROS DE PECES.",CULTIVOS DE CEREALES.,NO,,,,,2026-09-19T21:40:58.666Z
20600796721,ASOCIACIÓN DE PRODUCTORES AMAZONAS - ALTO MAYO,ASOCIACION,,APROMAYO,HABIDO,ACTIVO,2015-11-09,2015-11-09,SAN MARTIN,MOYOBAMBA,SORITOR,AV. CAJAMARCA MZA. 28 LOTE. 07A URB. JOSE GALVEZ (A TRES CUADRAS DE ESCUELA JOSE GALVEZ),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,,,NO,,,,,2026-09-19T21:40:58.666Z
20600801661,COPAISEG SAN ROMAN LTDA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2024-12-06,2024-12-06,PUNO,SAN ROMAN,CABANA,CAM. PANAMERICANA SUR KM 20 KM. 278 SEC. CUINCHACA.,,,SIN ACTIVIDAD,ELAB. DE PRODUCTOS DE MOLINERIA.,CULTIVOS DE CEREALES.,,NO,,,,,2026-09-19T21:44:11.515Z
20600836995,ASOCIACION DE PRODUCTORES AGROPECUARIOS SAN RAFAEL DE PIPISH CHALLANA - CHINCHAO,ASOCIACION,,,HABIDO,ACTIVO,2015-11-25,2016-06-01,HUANUCO,HUANUCO,CHINCHAO,MZA. A LOTE. 11 CAS. CARACOL (CARRET.HCO TINGO KM.69-LLAMAR 962096484),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,OTROS TIPOS DE VENTA AL POR MENOR.,,NO,,,,,2026-09-19T21:38:03.020Z
20600838947,PRODUCTOS LACTEOS AREQUIPA S.A.,SOCIEDAD ANONIMA,,,HABIDO,ACTIVO,2015-11-26,2015-11-26,AREQUIPA,CAYLLOMA,MAJES,PARCELA NRO. S/N ASENTAMIENTO B-3 (CAL ASPAM),,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,,,NO,,,,,2026-09-19T21:44:11.515Z
20600862074,ASOCIACIÓN DE PRODUCTORES DE MANZANO ORGANICO DEL DISTRITO DE PARIACOTO,ASOCIACION,,,HABIDO,ACTIVO,2015-12-07,2016-04-15,ANCASH,HUARAZ,PARIACOTO,JR. SAN MARTIN NRO. 217,,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",,,NO,,,,,2026-09-19T21:40:58.666Z
20600874919,COOPERATIVA AGRARIA DE LA INTER OCEANICA LIMITADA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2015-12-14,2016-01-01,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,LOTE. KM SEC. SANTA TERESA VALLE MADRE (CERCA DEL FUNDO ARAGON),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,NO,,,,,2026-09-19T21:42:35.997Z
20600920597,COOPERATIVA AGRARIA YURAQ YAKU - CAG YURAQ YAKU,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-01-07,2016-02-16,AYACUCHO,LA MAR,ANCHIHUAY,NRO. S/N BAR. RUYACC YACU (COSTADO PLAZA PRINCIPAL),,,IMPORTADOR/EXPORTADOR,"VTA. MAY. ALIMENTOS, BEBIDAS Y TABACO.","RESTAURANTES, BARES Y CANTINAS.","ELAB. CACAO, CHOCOLATE Y CONFIT.",NO,,,,,2026-09-19T21:44:11.515Z
20600964080,ASOCIACION DE AGRICULTORES KERGUERANOS,ASOCIACION,,,HABIDO,ACTIVO,2024-11-21,2024-12-01,LAMBAYEQUE,LAMBAYEQUE,SALAS,MZA. A LOTE. SN SERUR KERGUER (EN PARADERO DE KERGUER),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",,,NO,,,,,2026-09-19T21:35:37.435Z
20600998847,COOPERATIVA AGROINDUSTRIAL TIERRA ANDINA APURIMAC LTDA - CATAA LTDA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,SUSPENSION TEMPORAL,2016-02-10,2016-05-01,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,AV. SESQUICENTENARIO NRO. SN (FT RECREO AÑA ÑAU C2P PORTON ROJO),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,,NO,,,,,2026-09-19T21:49:12.014Z
20601006368,COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SUR ANDINO - COOPSUR,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-02-12,2016-03-01,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,NRO. SN C.P. POLTOCSA (LETRERO 7CAS ABAJO C2P SRA.NEVISA),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",ALQUILER OTROS TIPOS MAQ.Y EQUI. NCP.,,NO,,,,,2026-09-19T21:42:35.997Z
20601022444,CORPORACION GANADERA RAMIREZ SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,,,HABIDO,ACTIVO,2016-02-18,2016-02-18,PUNO,SAN ROMAN,JULIACA,JR. ICA NRO. 141 (A CDRA Y MEDIA DE LA PLAZA DE ARMAS),,,SIN ACTIVIDAD,CRIA DE GANADO.,ELAB DE PRODUCTOS LACTEOS.,,NO,,,,,2026-09-19T21:44:11.515Z
20601041830,ASOCIACION DE MUJERES PRODUCTORAS DE FLOR BLANCA,ASOCIACION,,,HABIDO,ACTIVO,2019-12-30,2020-01-01,HUANCAVELICA,ACOBAMBA,ROSARIO,NRO. SN ANX. TORORUMI (A 1 CDRA DE I.E. INICIAL 608-S70715606),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,"VTA.  MIN. ALIMENTOS, BEBIDAS, TABACO.",VTA. MIN. ARTICULOS DE FERRETERIA.,NO,,,,,2026-09-19T21:35:37.435Z
20601043212,ASOCIACION AGROPECUARIA JATUN ÑAN-CCARHUANCHO,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2016-02-26,2016-03-01,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,JR. CHANQUILCOCHA NRO. S/N URB. CHANQUILCOCHA (S 70669263 ALTURA SEMINARIO MENOR),,,SIN ACTIVIDAD,CRIA DE ANIMALES DOMESTICOS.,,,NO,,,,,2026-09-19T21:49:13.930Z
20601067146,COOPERATIVA AGRARIA INDUSTRIAL MONTE ALEGRE - REGION UCAYALI (CAIMARU),"COOPERATIVAS, SAIS, CAPS",,,HABIDO,SUSPENSION TEMPORAL,2016-03-08,2016-03-08,UCAYALI,PADRE ABAD,NESHUYA,JR. LOLO FERNANDEZ MZA. 18 LOTE. 15 U.V. BUENOS AIRES (FRENTE ESTADIO DE NESHUYA-PORTON AZUL),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,,,NO,,,,,2026-09-19T21:49:13.930Z
20601074843,ASOCIACION DE MUJERES ALLIN LLAMKAY,ASOCIACION,,,HABIDO,BAJA PROV. POR OFICIO,2025-06-06,2025-06-06,HUANCAVELICA,ACOBAMBA,ACOBAMBA,AV. 27 DE SETIEMBRE NRO. SN C.C. TUPAC AMARU DE POMAVILCA (S.70719383- A 1.5 CDRS DEL PST DE SALUD),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,CONSTRUCCION EDIFICIOS COMPLETOS.,,NO,,,,,2026-09-19T21:49:13.930Z
20601106699,COOPERATIVA AGRARIA DE PRODUCTOS BIO ORGANICOS Y GRANOS ANDINOS DE VIRACO - COOPRORGANIC,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-03-23,2016-04-01,AREQUIPA,CASTILLA,VIRACO,CAL. HERMENEGILDO GUZMÁN MZA. O LOTE. 5 (A 30 METROS DE LA PLAZA GRAU),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,"SERVICIOS AGRICOLAS, GANADERAS.",,NO,,,,,2026-09-19T21:42:35.997Z
20601119316,COOPERATIVA DE PRODUCTORES DE CACAO FINO Y DE AROMA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-03-31,2016-04-01,UCAYALI,PADRE ABAD,PADRE ABAD,CAR. FEDERICO BASADRE MZA. I LOTE. 1 CAS. EL AGUAJAL (KM 140 DE LA CARR. FEDERICO BASADRE),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,"RESTAURANTES, BARES Y CANTINAS.",,NO,,,,,2026-09-19T21:44:11.515Z
20601125715,COOPERATIVA AGRARIA ECOLOGICA MARKAHUAMACHUCO,"COOPERATIVAS, SAIS, CAPS",,COOP ECO MARKA,HABIDO,ACTIVO,2016-04-04,2016-05-01,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,AV. 10 DE JULIO NRO. 702 PBLO. HUAMACHUCO (EN AGENCIA AGRARIA),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,CRIA DE ANIMALES DOMESTICOS.,,NO,,,,,2026-09-19T21:42:35.997Z
20601154499,GRUPO ORO MUNDO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GRUP. OROMUN S.R.L.,SOC.COM.RESPONS. LTDA,,,HABIDO,ACTIVO,2016-04-14,2016-04-20,TACNA,TARATA,ESTIQUE,MZA. G LOTE. 07 C.P. ESTIQUE PUEBLO (ESQUINA DE LA PLAZA PRINCIPAL),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,"VTA. MAY. ALIMENTOS, BEBIDAS Y TABACO.",ELAB. DE ACEITE Y GRASAS.,NO,,,,,2026-09-19T21:44:11.515Z
20601186986,COOPERATIVA AGRARIA LOS AMBIENTALISTAS LTDA,"COOPERATIVAS, SAIS, CAPS",,,NO HABIDO,ACTIVO,2016-04-28,2016-05-01,CAJAMARCA,JAEN,JAEN,CAL. SAN IGNACIO DE LOYOLA NRO. S/N SEC. LINDEROS (2 CASAS ANTES D DONOFRIO-2 PISOS-BLANCA),,,SIN ACTIVIDAD,OTROS TIPOS INTERMEDIACION MONETARIA.,,,NO,,,,,2026-09-19T21:44:11.515Z
20601209811,ASOCIACION DE PRODUCTORES AGROPECUARIOS Y DESTILADOS NUEVO HORIZONTE HUALLANCHI - APROAGRHU,ASOCIACION,,,HABIDO,ACTIVO,2026-02-27,2026-03-01,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,CAL. SAN JUAN NRO. S/N (A MEDIA CUADRA DE LA IGLESIA SAN PEDRO),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:40:58.666Z
20601306485,"ASOCIACION DE PRODUCTORES AGROPECUARIOS MI HUAYLILLAS DEL DISTRITO DE CURGOS, PROVINCIA SANCHEZ CARR",ASOCIACION,,,HABIDO,ACTIVO,2021-01-26,2021-01-25,LA LIBERTAD,SANCHEZ CARRION,CURGOS,CAR. CHOCTAMALCA NRO. 22 CAS. CHOCTAMALCA (FRENTE AL LOCAL DE LA IGLESIA ADVENTISTA),,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,EXPLOTACION MIXTA.,CULTIVOS DE CEREALES.,NO,,,,,2026-09-19T21:38:03.020Z
20601320348,ASOCIACION DE PRODUCTORES DE PUERTO PERU - APPP,ASOCIACION,,ASOCIACION DE PRODUCTORES DE P,HABIDO,ACTIVO,2016-06-23,2016-06-23,LORETO,ALTO AMAZONAS,YURIMAGUAS,PEDRO ANTONIO PAIMA SINTI MZA. G LOTE. 07 PUERTO PERU (ENTRANDO POR CARRETERA TUPAC),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,EXPLOTACION MIXTA.,,NO,,,,,2026-09-19T21:40:58.666Z
20601329159,COOPERATIVA AGRARIA CAFETALERA DE LA NACION YANESHA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-06-28,2016-07-01,PASCO,OXAPAMPA,VILLA RICA,NRO. S/N COM. NATIVA ÑAGAZU (AL COSTADO DE LA POSTA MEDICA),,,SIN ACTIVIDAD,VTA.  MIN. OTROS PRODUCTOS EN ALMACEN.,,,NO,,,,,2026-09-19T21:42:35.997Z
20601339090,COOPERATIVA AGROINDUSTRIAL CAFETALERA CACOTERA MONZON LTDA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-07-04,2016-07-01,HUANUCO,HUAMALIES,MONZON,MZA. 01 C.P. MONZON (A 1CDRA DE MUNICIPIO-MED.LUZ.NRO.1114188),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,,,NO,,,,,2026-09-19T21:44:11.515Z
20601360145,COOPERATIVA AGRARIA DE PRODUCCION ORGANICA SEÑOR DE HUANCA SAN SALVADOR - CAPOSH,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-07-13,2016-08-01,CUSCO,CALCA,SAN SALVADOR,CAL. CAJAMARCA NRO. 122 (1CDRA PSND PLZA C2P ADOB VIRGILIO CASTIL),,,SIN ACTIVIDAD,OTROS TIPOS DE VENTA POR MENOR.,ELAB. DE PRODUCTOS DE MOLINERIA.,,NO,,,,,2026-09-19T21:42:35.997Z
20601377781,"""COOPERATIVA AGRARIA DE PRODUCTORES DEL DISTRITO DE TAMBILLO""","COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-07-21,2016-11-21,AYACUCHO,HUAMANGA,TAMBILLO,NRO. S/N PLAZA PRINCIPAL DE TAMBIL (COSTADO DE LA IGLESIA),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,,NO,,,,,2026-09-19T21:35:37.435Z
20601427541,COOPERATIVA AGRARIA ALPAQUERA DEL SUR LIMITADA - COOPAALSUR LTDA - COOPAALSUR LTDA,"COOPERATIVAS, SAIS, CAPS",,COOPAALSUR,HABIDO,SUSPENSION TEMPORAL,2016-08-15,2016-08-15,CUSCO,QUISPICANCHI,MARCAPATA,CAL. TERMALES NRO. S/N C.C. MARCAPATA CCOLLANA SECTOR (SR.LUIS HUAYHUA EN BAÑOS TERMOMEDICINALS),,,IMPORTADOR/EXPORTADOR,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,,NO,,,,,2026-09-19T21:49:12.014Z
20601460166,"ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS ""25 DE DICIEMBRE""",ASOCIACION,,,HABIDO,BAJA DE OFICIO,2021-04-13,2021-04-13,PUNO,LAMPA,CALAPUJA,SECTOR LAVADERO MZA. A LOTE. 20 COM. CARACARA (AL FRENTE DEL PRONOI LAVADERO),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,,,NO,,,,,2026-09-19T21:49:12.014Z
20601537771,ASOCIACION DE PRODUCTORES SOSTENIBLES EL AYNI,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2016-09-28,2016-11-01,JUNIN,CHANCHAMAYO,PICHANAQUI,JR. 7 DE JUNIO NRO. 670 URB. PICHANAKI (A 02 CUADRAS DE LA LOZA KENJI),,,IMPORTADOR/EXPORTADOR,CULTIVOS DE CEREALES.,,,NO,,,,,2026-09-19T21:49:12.014Z
20601547458,ASOCIACION DE SEMILLARISTAS DE MAIZ CHOCLO VIRGEN DE LA MERCEDES DEL DISTRITO DE CHINGAS,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2018-10-17,2018-10-17,ANCASH,ANTONIO RAYMONDI,CHINGAS,JR. 2 DE FEBRERO NRO. S/N (A 1 CD DE LA PLAZA DE ARMAS),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,,,NO,,,,,2026-09-19T21:49:12.014Z
20601558204,COOPERATIVA AGRARIA CAFETALERA OCUMAL,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-10-06,2016-10-01,AMAZONAS,LUYA,OCUMAL,OTR. BARRIO MANGALPA NRO. S/N C.P. SAN JUAN (A 1.5 CUADRAS DEL PUESTO DE SALUD),,,EXPORTADOR,EXPLOTACION MIXTA.,,,NO,,,,,2026-09-19T21:42:35.997Z
20601568510,"ASOCIACION DE CRIADORES DE ALPACAS, LLAMAS Y VICUÑAS NEVADOS COJATA",ASOCIACION,,,HABIDO,BAJA DE OFICIO,2016-10-11,2016-10-11,PUNO,HUANCANE,COJATA,JR. GRAU NRO. S/N (ESQUINA DE LA PALZA DE ARMAS),,,IMPORTADOR/EXPORTADOR,ACTIVIDADES OTRAS ASOCIACIONES NCP.,VTA. MAY. PRODUCTOS TEXTILES.,,NO,,,,,2026-09-19T21:49:12.014Z
20601575184,COOPERATIVA AGRARIA DE USUARIOS DE PEQUEÑOS PRODUCTORES DEL PERU,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-10-13,2016-10-13,ANCASH,CASMA,CASMA,MZA. C LOTE. 14 U.V. SEÑOR DE LOS MILAGROS,,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,NO,,,,,2026-09-19T21:42:35.997Z
20601590621,COOPERATIVA AGRARIA DE PRODUCTORES LOS MOROCHUCOS - CANGALLO,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2016-10-19,2017-01-01,AYACUCHO,CANGALLO,LOS MOROCHUCOS,JR. LOS LAURELES NRO. S/N (FRTE AL INSTITUTO FE Y ALEGRIA),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",ELAB DE PRODUCTOS LACTEOS.,,NO,,,,,2026-09-19T21:42:35.997Z
20601643023,ASOC DE PRODUCTORES AGROPECUARIOS Y SERVICIOS MÚLTIPLES SAN NICOLÁS-APASMU NINABAMBA-SAN MIGUEL,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2016-11-10,2016-11-10,AYACUCHO,LA MAR,SAN MIGUEL,NRO. S/N BQ NINABAMBA (FRTE A PUESTO DE SALUD NINABAMBA),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,,,NO,,,,,2026-09-19T21:49:12.014Z
20601667526,COOP BESACARI - PERU,"COOPERATIVAS, SAIS, CAPS",,BESACARI PERU,HABIDO,ACTIVO,2016-11-22,2016-11-22,JUNIN,SATIPO,LLAYLLA,CAR. PRINCIPAL NRO. SN C.P. BELEN (A MEDIA CUADRA DEL PARQUE),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,"ELAB. CACAO, CHOCOLATE Y CONFIT.",,NO,,,,,2026-09-19T21:40:58.666Z
